show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,first_genre,rating_imdb,extract_year
s2270,Movie,Budhia Singh: Born to Run,Soumendra Padhi,"Manoj Bajpayee, Mayur Mahendra Patole, Tillotama Shome, Shruti Marathe, Chhaya Kadam, Gajraj Rao",India,2020-07-05,2016,TV-MA,95 min,"Dramas, Independent Movies, International Movies","In this thought-provoking biopic, an idealistic judo trainer adopts a boy from the slums and grooms him into the world's youngest marathon runner.",Dramas,8.2,2020
s2290,Movie,Special 26,Neeraj Pandey,"Akshay Kumar, Manoj Bajpayee, Anupam Kher, Jimmy Shergill, Kajal Aggarwal, Divya Dutta, Kharaj Mukherjee, Rajesh Sharma, Kishore Kadam, Neeru Bajwa, Deep Raj Rana, Neetu Singh",India,2020-07-05,2013,TV-PG,137 min,"Dramas, International Movies, Thrillers","In this fact-based crime drama, a gang of con artists posing as government officials executes a heist in the form of a raid on a prominent jeweler.",Dramas,8.2,2020
s7463,Movie,Mirzya,Rakeysh Omprakash Mehra,"Harshvardhan Kapoor, Saiyami Kher, Anuj Choudhry, Art Malik, Om Puri, K.K. Raina, Anjali Patil",India,2017-02-20,2016,TV-MA,129 min,"Dramas, International Movies, Music & Musicals",A modern love story is connected to an ancient folk tale as star-crossed lovers from different social classes are kept apart by their families.,Dramas,8.1,2017
s5572,Movie,Asoka,Santosh Sivan,"Shah Rukh Khan, Kareena Kapoor, Danny Denzongpa, Rahul Dev, Hrishitaa Bhatt, Gerson Da Cunha, Subhashini Ali, Umesh Mehra, Sooraj Balaji",India,2017-03-15,2001,R,168 min,"Action & Adventure, Dramas, International Movies",This elaborate Bollywood epic dramatizes one man's transformation from a vengeful and cunning warrior into a legendary leader and teacher of Buddhism.,Action & Adventure,8.1,2017
s8672,Movie,Veerappan,Ram Gopal Varma,"Sandeep Bharadwaj, Sachiin Joshi, Lisa Ray, Usha Jadhav, Nissar Khan, Krishna Shrikanth Iyengar",India,2017-10-15,2016,TV-14,117 min,"Action & Adventure, Dramas, International Movies",A police official assembles an elaborate network of spies and undercover operatives to bring down a ruthless bandit with a private army.,Action & Adventure,8.1,2017
s6278,Movie,Beiimaan Love,Rajeev Chaudhari,"Sunny Leone, Rajneesh Duggal, Rajeev Verma, Daniel Weber, Yuvraj Siddharth Singh, Ziesha Nancy",India,2017-11-01,2016,TV-MA,115 min,"Dramas, International Movies, Romantic Movies","After having her heart broken by a man who seduced her at a party, a young, ambitious woman concocts a scheme to get revenge.",Dramas,8.1,2017
s7874,Movie,Rivaaz,Ashok Nanda,"Deepti Naval, Vijay Raaz, Meghna Naidu, Saadhika Randhawa, Ritisha Vijayvargya, Manoj Biddvai, Sayaji Shinde, Reema Lagoo",India,2017-11-01,2011,TV-MA,107 min,"Dramas, Independent Movies, International Movies","In a village where girls are auctioned off rather than married, a man falls in love with a girl who is about to face the bidders.",Dramas,8.1,2017
s8772,Movie,Yaara O Dildaara,Ksshitij Chaudhary,"Harbhajan Mann, Tulip Joshi, Kabir Bedi, Gulzar Chahal, Jonita, Gurpreet Ghuggi, Gurpreet Grewal, Neena Cheema, Sunita Dhir",India,2017-11-01,2011,TV-14,132 min,"Dramas, International Movies, Music & Musicals",The patriarch of a wealthy family with one industrious son and one who's a playboy arranges for the marriage of one to the woman the other loves.,Dramas,8.1,2017
s7175,Movie,Kay Dyache Bola,Chandrakant Kulkarni,"Makarand Anaspure, Akshay Pendse, Umesh Kamat, Sharvari Jamenis, Sachin Khedekar, Arun Nalawade, Mohan Agashe, Nirmiti Sawant, Sanjay Mone, Amita Khopkar, Pushkar Shrotri, Ganesh Yadav",India,2018-01-01,2005,TV-14,133 min,"Comedies, Dramas, International Movies","Wrongfully accused of murder, two students' last hope lies with their defense attorney, an inexperienced bumbler who's never even tried a case.",Comedies,8.1,2018
s8666,Movie,Urvi,Pradeep Verma,"Sruthi Hariharan, Shraddha Srinath, Shweta Pandit, Achyuth Kumar, Madhukar Niyogi, Prabhu Mundkur, Bhavani Prakash, Ananya Bhat",India,2018-01-15,2017,TV-MA,121 min,"Dramas, Independent Movies, International Movies","After getting tricked into working at a brothel, a medical student joins forces with two of her co-workers to fight their unscrupulous exploiters.",Dramas,8.1,2018
s5008,Movie,Dil Se,Mani Ratnam,"Shah Rukh Khan, Manisha Koirala, Preity Zinta, Raghuvir Yadav, Zohra Sehgal, Sabyasachi Chakraborty, Piyush Mishra, Krishnakant, Aditya Srivastava",India,2018-03-01,1998,TV-14,166 min,"Dramas, International Movies, Romantic Movies",A radio broadcaster's intense attraction to a mysterious woman opens the door to a tidal wave of powerful emotions and desires.,Dramas,8.1,2018
s7250,Movie,Kyun! Ho Gaya Na,Samir Karnik,"Aishwarya Rai Bachchan, Vivek Oberoi, Amitabh Bachchan, Om Puri, Rati Agnihotri, Sunil Shetty, Tinnu Anand, Rahul Singh",India,2018-03-01,2004,TV-PG,165 min,"International Movies, Romantic Movies","Cinematic lovebirds Aishwarya Rai and Vivek Oberoi star in this love story about a sweet young girl, Diya, brought up by her widowed father on a coffee plantation in the village of Coorg.",International Movies,8.1,2018
s4791,Movie,Anthony Kaun Hai?,Raj Kaushal,"Sanjay Dutt, Arshad Warsi, Minissha Lamba, Raghuvir Yadav, Anusha Dhandekar, Gulshan Grover, Ravi Baswani",India,2018-07-01,2006,TV-14,122 min,"Comedies, Dramas, International Movies","A forger uses a fake identity in trying to retrieve stolen diamonds buried in a penitentiary, unaware a mob assassin is on the trail of his phony alias.",Comedies,8.1,2018
s4797,Movie,My Birthday Song,Samir Soni,"Sanjay Suri, Nora Fatehi, Zenia Starr, Suparna Krishna, Elena Kazan",India,2018-07-01,2018,TV-14,92 min,"Dramas, International Movies, Thrillers","After a wild night of impulse and infidelity, advertising executive Rajiv Kaul must navigate the blurred lines between life, death, fact and fiction.",Dramas,8.1,2018
s6466,Movie,Chicken Kokkachi,Anuranjan Premji,"Anuranjan Premji, Indrans, Dharmajan Bolgatty, Sudhi Koppa, Bijukuttan, Neha Rathanakaran, Prasanth",India,2018-07-01,2017,TV-14,113 min,"Comedies, International Movies","In the wake of his sister's marriage, a young middle-class man leaves his village and learns that supporting one's self is easier said than done.",Comedies,8.1,2018
s4667,Movie,Garbage,Qaushiq Mukherjee,"Tanmay Dhanania, Trimala Adhikari, Satarupa Das, Satchit Puranik, Gitanjali Dang, Shruti Viswan, Nikhil Chopra, Krish Moitra",India,2018-09-01,2018,TV-MA,109 min,"Dramas, Independent Movies, International Movies",The lives of a fundamentalist online troll and a woman reeling from a sex tape gone viral become dangerously intertwined in this provocative thriller.,Dramas,8.1,2018
s5971,Movie,​Mayurakshi,Atanu Ghosh,"Soumitra Chatterjee, Prasenjit Chatterjee, Indrani Haldar, Sudipta Chakraborty, Suman Banerjee, Gargi Roychowdhury",India,2018-09-15,2017,TV-14,100 min,"Dramas, International Movies","When a middle-aged divorcee returns to Kolkata to visit his ailing father, long-buried memories resurface, bringing new discoveries with them.",Dramas,8.1,2018
s4564,Movie,Dil Vil Pyaar Vyaar,Manjeet Maan,"Gurdas Maan, Neeru Bajwa, Jassi Gill, Rajiv Thakur, Khushdeed Maan, Manav Vij, Raj Jhinger, Shruti Sodhi, Meher Vij",India,2018-10-01,2014,TV-PG,145 min,"International Movies, Music & Musicals, Romantic Movies","Agam Singh's brothers mean everything to him, so while he promises not to marry, he tries to get them to marry – but they want him to marry first.",International Movies,8.1,2018
s4600,Movie,Pooja Kiven Aa,Nidhi Sharma,"Miss Pooja, Tarun Khanna, Raj Singh Jhinger, Sahil Vedoliyaa, B.N. Sharma, Manoj Joshi, Anita Shabdeesh, Sardar Sohi",India,2018-10-01,2013,TV-PG,122 min,"Comedies, International Movies, Music & Musicals","When a woman arrives in Mumbai and hires three spirited boys to care for her estate, she discovers they're more trustworthy than her family members.",Comedies,8.1,2018
s4510,Movie,Soorma,Shaad Ali,"Diljit Dosanjh, Tapsee Pannu, Angad Bedi, Kulbhushan Kharbanda, Satish Kaushik, Vijay Raaz, Seema Kaushal, Mahabir Bhullar, Alka Badola Kaushal, Jimmy Moses",India,2018-10-13,2018,TV-14,131 min,"Dramas, International Movies, Sports Movies",This biopic on former Indian field hockey player Sandeep Singh follows the athlete’s hard-fought comeback after an accidental gunshot left him paralyzed.,Dramas,8.1,2018
s4428,Movie,Chance Pe Dance,Ken Ghosh,"Shahid Kapoor, Genelia D'Souza, Mohnish Bahl, Satish Shah, Parikshat Sahni, Vikas Bhalla, Kurush Deboo, Zain Khan",India,2018-11-01,2010,TV-14,121 min,"Comedies, Dramas, International Movies","Having risen from humble beginnings, an ambitious young man sets his sights on winning a major dance competition that could catapult him to fame.",Comedies,8.1,2018
s3891,Movie,Njan Prakashan,Sathyan Anthikad,"Fahadh Faasil, Sreenivasan, Nikhila Vimal, Devika Sanjay, Anju Kurian, K.P.A.C. Lalitha",India,2019-04-26,2018,TV-PG,125 min,"Comedies, Dramas, International Movies","Yearning for a lavish life abroad, an entitled, lazy sexist crafts a scam to ditch his thankless nursing job and find a wealthy spouse to secure a visa.",Comedies,8.1,2019
s6542,Movie,CRD,Kranti Kanade,"Mrinmayee Godbole, Vinay Sharma, Saurabh Saraswat, Isha Keskar, Abhay Mahajan, Geetika Tyagi",India,2019-04-29,2016,TV-MA,110 min,"Comedies, Dramas, Independent Movies","At odds with his radical instructor's ruthless methods, a drama student assembles his own troupe of misfit actors ahead of a prestigious competition.",Comedies,8.1,2019
s3869,Movie,Laatu,Manav Shah,"Gagan Kokri, Aditi Sharma, Karamjit Anmol, Sardar Sohi, Anita Devgan, Ashish Duggal, Nisha Bano, Harby Sangha, Rahul Jungral, Prakash Gadhu",India,2019-05-02,2018,TV-PG,116 min,"Comedies, Dramas, International Movies",A man who hopes to bring light to his village must compete with an officer from the electricity department to win over the love of his life.,Comedies,8.1,2019
s3631,Movie,Uriyadi 2,Vijay Kumar,"Vijay Kumar, Vismaya, Shankar Thas, Abbas, Sudhakar, Durai Ramesh",India,2019-08-02,2019,TV-14,116 min,"Dramas, International Movies","When a chemical plant's poor conditions cause tragedies, an employee leads a protest against the company’s callous owner and local politicians.",Dramas,8.1,2019
s3413,Movie,Upstarts,Udai Singh Pawar,"Priyanshu Painyuli, Chandrachoor Rai, Shadab Kamal, Rajeev Siddhartha, Sheetal Thakur, Ninad Kamat, Swati Semwal, Eijaz Khan",India,2019-10-18,2019,TV-14,112 min,"Comedies, Dramas, International Movies","Hoping to do good while making millions, three college graduates create a startup. But as business begins to flourish, their own bond starts to fray.",Comedies,8.1,2019
s3144,Movie,Luck by Chance,Zoya Akhtar,"Farhan Akhtar, Konkona Sen Sharma, Rishi Kapoor, Dimple Kapadia, Isha Sharvani, Sanjay Kapoor, Juhi Chawla, Hrithik Roshan, Alyy Khan, Sheeba Chaddha",India,2019-12-15,2009,TV-14,156 min,"Dramas, International Movies, Romantic Movies","When Vikram gets tapped to play the male lead in a Bollywood film, he can't believe his luck. But it may ruin his relationship with his girlfriend.",Dramas,8.1,2019
s2282,Movie,Oh My God,Umesh Shukla,"Akshay Kumar, Paresh Rawal, Mithun Chakraborty, Om Puri, Apoorva Arora, Arun Bali, Honey Chaaya, Poonam Jhawer, Mahesh Manjrekar, Govind Namdeo",India,2020-07-05,2012,TV-PG,129 min,"Comedies, Dramas, International Movies",Mumbai shopkeeper Kanji Bhai files a lawsuit against God when an earthquake destroys his store and his insurance policy won't cover the damage.,Comedies,8.1,2020
s5548,Movie,Killa,Avinash Arun,"Amruta Subhash, Archit Deodhar, Parth Bhalerao, Gaurish Gawade, Atharva Upasni, Swandand Raikar, Shrikant Yadav, Umesh Jagtap, Shivalati Bokil, Jui Kahate",India,2017-04-01,2014,TV-14,107 min,"Dramas, International Movies",Growing up poses challenges for Chinu when he moves from city to country and encounters a youth culture far different from what he's used to.,Dramas,8,2017
s5041,Movie,Love Per Square Foot,Anand Tiwari,"Vicky Kaushal, Angira Dhar, Alankrita Sahai, Raghuvir Yadav, Ratna Pathak Shah, Supriya Pathak",India,2018-02-14,2018,TV-14,133 min,"Comedies, International Movies, Romantic Movies","Individually, bank employees Sanjay and Karina don't earn enough to be able to buy a home, so they decide to enter into a marriage of convenience.",Comedies,8,2018
s4720,Movie,7 Khoon Maaf,Vishal Bhardwaj,"Priyanka Chopra, Neil Nitin Mukesh, John Abraham, Irrfan Khan, Aleksandr Dyachenko, Annu Kapoor, Naseeruddin Shah, Vivaan Shah, Usha Uthup, Konkona Sen Sharma",India,2018-08-02,2011,TV-MA,148 min,"Dramas, International Movies, Thrillers","Spiced liberally with black comedy, this Bollywood drama follows the lethal love life of a woman who marries numerous men – only to find them flawed.",Dramas,8,2018
s4669,Movie,Love and Shukla,Jatla Siddartha,"Saharsh Kumar Shukla, Taneea Rajawat, Hima Singh, Aparna Upadhyay, Loknath Tiwari, Sambhaji Sasane",India,2018-09-01,2017,TV-MA,110 min,"Dramas, Independent Movies, International Movies","A sexually inexperienced rickshaw driver struggles to build intimacy with his shy new wife in their tiny, overcrowded quarters.",Dramas,8,2018
s3900,Movie,Music Teacher,Sarthak Dasgupta,"Manav Kaul, Amrita Bagchi, Divya Dutta, Neena Gupta, Niharika Lyra Dutt, K.C. Shankar",India,2019-04-19,2019,TV-14,102 min,"Dramas, Independent Movies, International Movies",A dejected small-town music teacher grapples with guilt and regret when his ex-pupil who once loved him returns home as the star he always wanted to be.,Dramas,8,2019
s3782,Movie,Krutant,Datta Mohan Bhandare,"Suyog Rajendra Gorhe, Sandeep Kulkarni, Vidya Karanjikar, Sayli Patil",India,2019-06-02,2019,TV-14,114 min,"Dramas, International Movies","When a busy workaholic leaves town to meet friends, an unexpected delay leads him to the hut of an old man, whose haunting tale could change his life.",Dramas,8,2019
s3234,Movie,Pranaam,Sanjiv Jaiswal,"Rajeev Khandelwal, Samiksha Singh, S.M. Zaheer, Vikram Gokhale, Meenakshi Sethi, Atul Kulkarni, Abhimanyu Singh, Aniruddha Dave",India,2019-11-25,2019,TV-14,117 min,"Action & Adventure, Dramas, International Movies","Aspiring to fulfill his father’s dream and become a civil services officer, a young man loses his way upon becoming entangled with a criminal lynchpin.",Action & Adventure,8,2019
s5702,Movie,Interrogation,Vetrimaaran,"Dinesh Ravi, Samuthirakani, Kishore Kumar, Anandhi, Murugadoss, Ajay Ghosh",India,2016-12-01,2015,TV-MA,116 min,"Dramas, International Movies, Thrillers","In this fact-based drama, politically motivated cops in Andhra Pradesh set out to frame four Tamil laborers for a crime, torturing them to no avail.",Dramas,7.9,2016
s7872,Movie,Rise of the Zombie,"Devaki Singh, Luke Kenny","Luke Kenny, Kirti Kulhari, Ashwin Mushran, Benjamin Gilani",India,2017-12-15,2013,TV-MA,83 min,"Horror Movies, International Movies","A heartbroken wildlife photographer throws himself into his work, only to find himself experiencing strange transformations.",Horror Movies,7.9,2017
s7932,Movie,Sanai Choughade,Rajeev Patil,"Shreyas Talpade, Subodh Bhave, Sai Tamhankar, Santosh Juvekar, Tushar Dalvi, Bharti Aacharekar",India,2018-01-01,2008,TV-14,122 min,"Comedies, Dramas, International Movies","In an effort to honor the family matriarch's dying wish, Urmila and her husband, Shrikant, embark on a quest to find a husband for charismatic yet choosey Sai. But some things are easier said than done.",Comedies,7.9,2018
s7792,Movie,Premachi Goshta,Satish Rajwade,"Atul Kulkarni, Sagarika Ghatge, Rohini Hattangadi, Sulekha Talvalkar, Meera Welankar, Satish Rajwade",India,2018-02-15,2013,TV-14,127 min,"International Movies, Romantic Movies","A man and a woman struggling to keep their respective marriages afloat run into each other at a marriage counselor's office, with unexpected results.",International Movies,7.9,2018
s4713,Movie,2 States,Abhishek Varman,"Alia Bhatt, Arjun Kapoor, Ronit Roy, Amrita Singh, Revathy, Aru Krishansh Verma",India,2018-08-04,2014,TV-PG,143 min,"Comedies, Dramas, International Movies","Graduate students Krish and Ananya hope to win their parents' approval before they marry, but the two families clash over their cultural differences.",Comedies,7.9,2018
s4358,Movie,Manto,Nandita Das,"Nawazuddin Siddiqui, Rasika Dugal, Tahir Raj Bhasin",India,2018-11-30,2018,TV-MA,114 min,"Dramas, Independent Movies, International Movies",The controversial and troubled Indo-Pakistani writer Saadat Hasan Manto finds his artistic choices challenged by censors.,Dramas,7.9,2018
s3886,Movie,Teen Aur Aadha,Dar Gai,"Zoya Hussain, Suhasini Mulay, Jim Sarbh, Aarya Dave, Anjum Rajabali, M.K. Raina",India,2019-04-29,2018,TV-MA,119 min,"Dramas, Independent Movies, International Movies","At a 50-year-old house that served as a school, a brothel, and now a home, tales unfold of the residents who have lived there, longing for an escape.",Dramas,7.9,2019
s6074,Movie,Aarakshan,Prakash Jha,"Amitabh Bachchan, Saif Ali Khan, Manoj Bajpayee, Deepika Padukone, Prateik, Tanvi Azmi, Saurabh Shukla, Darshan Jariwala, Yashpal Sharma, Mukesh Tiwari",India,2019-12-31,2011,TV-14,164 min,"Dramas, International Movies",The decision by India's supreme court to establish caste-based reservations for jobs in education causes conflict between a teacher and his mentor.,Dramas,7.9,2019
